canonical_name,lat,lng,elevation_ft
Landover CDP,38.92439,-76.8876,56.0
Laytonsville town,39.20875,-77.13531,588.4
Little Orleans CDP,39.63051,-78.39584,612.2
Montgomery Village CDP,39.18851,-77.20514,431.3
Mount Airy town,39.37469,-77.15381,812.5
Olney CDP,39.14434,-77.07143,501.7
Oxon Hill CDP,38.78879,-76.97186,74.5
Pasadena CDP,39.1557,-76.55981,44.2
Poolesville town,39.14183,-77.41051,386.5
Princess Anne town,38.20514,-75.69638,1.4
Springdale CDP,38.9358,-76.84423,152.7
Towson CDP,39.39421,-76.61775,362.6
Wheaton CDP,39.04949,-77.05821,383.1
Boothbay Harbor CDP,43.85562,-69.62334,58.0
Falmouth CDP,43.71601,-70.23106,58.5
Fort Fairfield CDP,46.76707,-67.83194,393.0
Lisbon Falls CDP,44.00861,-70.05764,153.4
Newport CDP,44.83643,-69.25485,213.8
Sanford city,43.42414,-70.75786,252.5
Allendale CDP,42.98196,-85.94413,654.8
Bay City city,43.59006,-83.88842,600.0
Beverly Hills village,42.52254,-83.24034,724.4
Birmingham city,42.5448,-83.21658,777.6
Bloomfield Hills city,42.58136,-83.24642,815.9
Boyne City city,45.21299,-85.01244,595.0
Buchanan city,41.82829,-86.36597,729.8
Caledonia village,42.79474,-85.5171,777.2
Clinton village,42.06828,-83.96573,852.0
Cutlerville CDP,42.83873,-85.67278,676.9
Eaton Rapids city,42.50974,-84.65188,880.7
Escanaba city,45.74629,-87.08361,612.7
Fenton city,42.80061,-83.71771,897.4
Flushing city,43.06279,-83.84263,690.1
Fowlerville village,42.65938,-84.07374,902.3
Gaylord city,45.02134,-84.68182,1338.6
Grand Haven city,43.05497,-86.21935,603.8
Grosse Pointe city,42.38393,-82.90387,586.4
Grosse Pointe Farms city,42.39755,-82.88918,583.2
Hart city,43.69662,-86.36727,638.3
Highland Park city,42.40523,-83.09765,637.2
Houghton Lake CDP,44.30107,-84.74986,1181.7
Inkster city,42.29395,-83.3203,628.8
Iron River city,46.09591,-88.6366,1480.7
Kalamazoo city,42.27516,-85.5885,773.6
Kingsford city,45.80644,-88.10036,1135.6
Lapeer city,43.04513,-83.32675,831.5
Leland CDP,45.02144,-85.75711,600.2
Lowell city,42.9346,-85.34622,638.8
Marquette city,46.5507,-87.39583,696.5
Marysville city,42.90847,-82.48096,609.1
Melvindale city,42.27861,-83.18225,589.1
Milan city,42.08135,-83.68479,692.8
Northville city,42.43621,-83.48828,901.9
Oak Park city,42.46494,-83.18241,665.9
Okemos CDP,42.70906,-84.41428,871.0
Perry city,42.83218,-84.22407,898.0
Pinckney village,42.4554,-83.94107,876.7
Pontiac city,42.64923,-83.28736,974.6
Portage city,42.19705,-85.5914,861.7
Rockford city,43.13697,-85.55452,716.7
Saginaw city,43.41994,-83.95017,589.8
St. Clair city,42.82653,-82.49243,615.6
Saline city,42.17473,-83.77712,817.3
Sault Ste. Marie city,46.47617,-84.37054,703.7
Shelby village,43.61206,-86.36449,806.9
St. Johns city,43.00051,-84.55552,791.8
Troy city,42.58388,-83.14553,684.6
Vassar city,43.37083,-83.57754,636.8
Warren city,42.4929,-83.025,623.5
Westland city,42.31917,-83.38078,654.7
Afton city,44.89878,-92.81911,963.8
Albert Lea city,43.65429,-93.36415,1242.8
Albertville city,45.23605,-93.66267,952.2
Alexandria city,45.87718,-95.37696,1415.9
Amboy city,43.88793,-94.15826,1045.2
Chanhassen city,44.85428,-93.56238,952.2
Chaska city,44.81636,-93.61002,939.2
Delano city,45.0384,-93.79298,925.0
Elysian city,44.20637,-93.68128,1027.1
Eveleth city,47.47492,-92.54961,1385.4
Excelsior city,44.9027,-93.56643,950.0
Falcon Heights city,44.98805,-93.17466,955.7
Fergus Falls city,46.28502,-96.07611,1195.1
Forest Lake city,45.25083,-92.96692,953.5
Gilbert city,47.49078,-92.45831,1506.1
Golden Valley city,44.99023,-93.35874,877.0
Grant city,45.08208,-92.91095,999.4
Greenwood city,44.91296,-93.554,951.8
Hibbing city,47.3959,-92.94647,1514.0
Hopkins city,44.92511,-93.40449,935.5
Hutchinson city,44.88536,-94.37688,1068.3
Inver Grove Heights city,44.82901,-93.06007,919.4
Isanti city,45.49155,-93.24282,937.7
Jordan city,44.66463,-93.64022,765.5
Kimball city,45.31433,-94.30081,1163.3
Lake City city,44.4457,-92.28092,711.9
Lake Elmo city,44.98785,-92.90965,906.5
Lino Lakes city,45.15546,-93.10686,887.4
Little Canada city,45.02327,-93.08365,902.2
Mahtomedi city,45.05829,-92.97019,926.0
Marine on St. Croix city,45.19093,-92.77843,846.6
Minneapolis city,44.96332,-93.26832,866.0
Minnetrista city,44.93862,-93.71239,951.8
Moorhead city,46.8647,-96.74455,905.7
Mounds View city,45.10674,-93.20683,905.8
Mountain Iron city,47.53669,-92.61657,1516.6
New Brighton city,45.06723,-93.20578,871.3
Oakdale city,44.98755,-92.96355,1050.0
Park Rapids city,46.91639,-95.05793,1444.0
Pine City city,45.84098,-92.96649,957.4
Proctor city,46.74079,-92.22813,1240.0
Ramsey city,45.26002,-93.45223,871.5
Red Wing city,44.58127,-92.60501,680.2
Robbinsdale city,45.02453,-93.33064,863.0
Rogers city,45.18385,-93.57167,935.4
Roseau city,48.84445,-95.76255,1050.1
Rosemount city,44.74581,-93.06886,929.7
St. Cloud city,45.52666,-94.17101,1024.0
Silver Bay city,47.29331,-91.27681,943.8
Spicer city,45.23364,-94.93996,1170.9
Spring Park city,44.93593,-93.63011,949.5
St. Cloud city,45.52666,-94.17101,1024.0
St. Louis Park city,44.94868,-93.36504,915.2
Stewartville city,43.86066,-92.48979,1191.1
Two Harbors city,47.02995,-91.67574,721.8
Vadnais Heights city,45.05794,-93.06645,894.5
Waseca city,44.08153,-93.50395,1127.2
Winona city,44.05127,-91.66808,661.9
Norwood Young America city,44.77211,-93.91729,980.3
Zimmerman city,45.44056,-93.59609,982.8
Ballwin city,38.59506,-90.55002,621.8
Bowling Green city,39.34477,-91.20249,887.6
Carthage city,37.1506,-94.32787,1041.2
Fairfax city,40.3395,-95.39204,924.7
Festus city,38.21943,-90.40972,511.2
Florissant city,38.79973,-90.32708,527.1
Grain Valley city,39.01499,-94.21637,827.8
Gray Summit CDP,38.49486,-90.81535,704.6
Ironton city,37.59584,-90.62975,920.4
Lake St. Louis city,38.77989,-90.78559,601.3
Leeton city,38.58334,-93.69531,948.8
Nixa city,37.04509,-93.29591,1288.9
Odessa city,38.9994,-93.9664,956.3
Ozark city,37.0336,-93.21804,1258.2
Pattonsburg city,40.06876,-94.10881,850.3
Rogersville city,37.11485,-93.07469,1467.4
Springfield city,37.19416,-93.29264,1294.4
St. Louis city,38.6357,-90.24458,466.7
St. Joseph city,39.75946,-94.82114,908.8
Wellington city,39.14236,-93.98631,693.8
Winston village,39.86995,-94.14174,1056.3
Abbeville town,34.50339,-89.50252,361.0
Enterprise town,32.17254,-88.81582,233.9
Florence city,32.15561,-90.12245,295.6
Greenwood city,33.51246,-90.19896,126.6
Hernando city,34.84959,-89.9924,301.0
Jackson city,32.31583,-90.21285,364.4
Oxford city,34.35126,-89.53698,471.9
Pass Christian city,30.31803,-89.23908,20.7
Belgrade city,45.77866,-111.17715,4449.7
Corvallis CDP,46.31395,-114.11171,3479.8
Great Falls city,47.50252,-111.29997,3331.8
Helena city,46.59546,-112.01875,3993.9
Manhattan town,45.85863,-111.33028,4241.6
Valier town,48.30554,-112.25222,3823.3
West Yellowstone town,44.66218,-111.10702,6665.4
Apex town,35.72463,-78.87874,357.5
Asheville city,35.57097,-82.55272,2061.0
Beaufort town,34.72271,-76.65117,0.4
Bryson City town,35.42661,-83.44727,1734.4
Burlington city,36.07613,-79.4683,674.7
Clayton town,35.65814,-78.44601,274.1
Coats town,35.40639,-78.66952,300.6
Conover city,35.71522,-81.21683,1036.8
Greenville city,35.59643,-77.37526,28.4
High Point city,35.9908,-79.99271,878.7
Hillsborough town,36.0779,-79.09798,553.1
Indian Trail town,35.06864,-80.65115,645.0
Jamestown town,35.99844,-79.9346,820.2
Kannapolis city,35.4799,-80.6475,712.6
Knightdale town,35.79173,-78.49646,258.1
Matthews town,35.11979,-80.70969,738.5
Mooresville town,35.58372,-80.82775,848.0
Mount Holly city,35.3144,-81.00661,622.4
Norlina town,36.44499,-78.19502,437.1
Pittsboro town,35.72777,-79.16892,463.2
Raeford city,34.9813,-79.22957,257.9
Reidsville city,36.3413,-79.67383,764.1
Rutherfordton town,35.36407,-81.96134,916.9
Shelby city,35.2904,-81.54564,872.5
Stanley town,35.35469,-81.09182,842.0
Statesville city,35.78549,-80.87296,819.4
Waco town,35.36265,-81.42933,932.1
Wilmington city,34.20923,-77.88577,43.3
Winston-Salem city,36.10286,-80.26083,794.1
Edmore city,48.41244,-98.45364,1525.3
Fairdale city,48.49004,-98.23122,1618.7
Langdon city,48.76221,-98.37526,1608.9
Stanley city,48.31378,-102.39732,2248.8
West Fargo city,46.85638,-96.90481,904.5
Alliance city,42.10257,-102.87619,3969.7
Bellevue city,41.1633,-95.90327,1184.1
Bridgeport city,41.66471,-103.09714,3665.7
Eustis village,40.66453,-100.02955,2642.9
Geneva city,40.53069,-97.59713,1636.7
Gordon city,42.80638,-102.204,3555.4
Hooper city,41.61144,-96.54925,1226.2
Lexington city,40.77732,-99.74662,2392.6
Nebraska City city,40.67591,-95.86163,1043.6
Ord city,41.60278,-98.91926,2016.0
Papillion city,41.14338,-96.07809,1157.4
Shelby village,41.19425,-97.42627,1645.8
Sidney city,41.13363,-102.96954,4089.9
Springfield city,41.10725,-96.14854,1142.5
Claremont city,43.38647,-72.3345,743.2
Durham CDP,43.14275,-70.925,65.5
Hanover CDP,43.71159,-72.27314,473.6
Keene city,42.95384,-72.30688,484.0
Lebanon city,43.63543,-72.25384,606.6
Manchester city,42.98494,-71.44413,254.9
Newmarket CDP,43.07569,-70.94071,41.0
Atlantic Highlands borough,40.41177,-74.01984,104.1
Avenel CDP,40.58433,-74.27163,40.8
Basking Ridge CDP,40.70655,-74.55763,355.8
Belle Mead CDP,40.46858,-74.65702,101.3
Bridgewater Center CDP,40.60274,-74.6461,175.3
Brielle borough,40.10548,-74.06368,5.7
Caldwell borough,40.83924,-74.27703,398.9
Camden city,39.93679,-75.10664,18.6
Chatham borough,40.74069,-74.38448,238.3
Clayton borough,39.66406,-75.0744,121.5
Cranford CDP,40.65437,-74.30863,76.4
Dunellen borough,40.59029,-74.46565,54.6
East Orange city,40.76505,-74.21165,183.3
Englewood city,40.8912,-73.97252,75.4
Fair Lawn borough,40.93583,-74.1175,68.5
Flemington borough,40.50864,-74.85987,186.5
Florence CDP,40.11916,-74.80877,24.2
Fort Lee borough,40.85064,-73.97101,288.9
Franklin Lakes borough,41.00753,-74.20565,526.7
Freehold borough,40.26022,-74.27588,177.9
Garfield city,40.8798,-74.10825,97.4
Hackettstown town,40.8537,-74.82488,539.2
Haddonfield borough,39.89542,-75.03441,74.0
Haledon borough,40.93699,-74.18887,240.0
Highland Park borough,40.50079,-74.42791,79.1
Hillsborough CDP,40.50807,-74.65288,108.9
Kenilworth borough,40.67809,-74.28811,103.8
Linwood city,39.34372,-74.57105,30.1
Marlboro CDP,39.48708,-75.32458,76.3
Martinsville CDP,40.60295,-74.57579,242.6
Matawan borough,40.41104,-74.23653,61.6
Medford Lakes borough,39.85365,-74.81167,76.3
Montclair State University CDP,40.86592,-74.19836,364.1
Moorestown-Lenola CDP,39.96612,-74.96156,54.0
New Vernon CDP,40.73889,-74.48046,380.8
Ocean City city,39.26952,-74.5998,6.5
Old Bridge CDP,40.39537,-74.33119,43.1
Oradell borough,40.95665,-74.03286,71.8
Parsippany CDP,40.86406,-74.41237,287.6
Passaic city,40.85755,-74.12909,102.9
Pennington borough,40.32492,-74.78878,199.9
Plainsboro Center CDP,40.33127,-74.59159,82.7
Ringwood borough,41.10396,-74.27114,300.4
Riverdale borough,40.99589,-74.31453,313.1
Roseland borough,40.82174,-74.31015,250.8
Sewell CDP,39.7692,-75.1447,70.9
Sicklerville CDP,39.74251,-74.99023,162.3
Stockton borough,40.40585,-74.97063,190.9
Summit city,40.71562,-74.36468,374.0
Tenafly borough,40.91831,-73.95052,275.4
Thorofare CDP,39.85473,-75.19868,24.7
Trenton city,40.22384,-74.76362,52.8
Upper Montclair CDP,40.84258,-74.2013,334.1
Whippany CDP,40.82328,-74.41869,204.4
Deming city,32.26308,-107.75249,4326.8
Farmington city,36.75383,-108.18053,5452.1
Hobbs city,32.72909,-103.16083,3642.2
Los Alamos CDP,35.89396,-106.29002,7322.2
Rio Rancho city,35.28507,-106.69887,5503.6
Battle Mountain CDP,40.62837,-116.94855,4519.3
Boulder City city,35.84376,-114.91155,1926.9
Incline Village CDP,39.26575,-119.94625,6823.0
Sparks city,39.57434,-119.71515,4539.3
Allegany village,42.09065,-78.48963,1478.3
Altona CDP,44.8901,-73.65957,646.7
Amityville village,40.66984,-73.41579,14.0
Barneveld CDP,43.2745,-75.18769,769.3
Bedford CDP,41.18686,-73.65738,357.3
Brewster village,41.39616,-73.61627,477.5
Brockport village,43.2133,-77.94082,511.9
Bronxville village,40.93949,-73.82644,129.2
Cadyville CDP,44.6985,-73.65344,802.6
Camillus village,43.03866,-76.30993,421.6
Canton village,44.59999,-75.16658,392.9
Cazenovia village,42.92792,-75.85132,1184.3
Central Islip CDP,40.78359,-73.19447,61.6
Chappaqua CDP,41.15592,-73.76827,498.4
Cheektowaga CDP,42.909,-78.75076,655.5
Cohoes city,42.77287,-73.70776,228.7
Commack CDP,40.84345,-73.28334,144.1
Cornwall-on-Hudson village,41.43352,-74.01515,364.9
Duanesburg CDP,42.76342,-74.13313,692.0
East Aurora village,42.76684,-78.61704,921.4
East Moriches CDP,40.80877,-72.7566,19.6
East Northport CDP,40.87913,-73.32324,230.1
East Rockaway village,40.6438,-73.66713,6.8
East Syracuse village,43.06382,-76.06979,428.8
Eastport CDP,40.83508,-72.73505,33.3
Elmira city,42.09339,-76.80961,860.9
Elmont CDP,40.69918,-73.70617,63.8
Endicott village,42.09749,-76.06338,829.3
Fair Haven village,43.32317,-76.70468,317.0
Fayetteville village,43.03079,-75.99836,553.5
Franklin Square CDP,40.70019,-73.67748,57.7
Fredonia village,42.44066,-79.3319,724.9
Garden City village,40.72576,-73.6454,83.2
Gouverneur village,44.33657,-75.46604,426.7
Great Neck village,40.80237,-73.7331,74.0
Holbrook CDP,40.79437,-73.07002,79.3
Hopewell Junction CDP,41.58019,-73.81164,251.1
Inwood CDP,40.62135,-73.75699,4.9
Islip Terrace CDP,40.75027,-73.18689,30.8
Ithaca city,42.44394,-76.50306,392.1
Jamestown city,42.0976,-79.23614,1387.0
Lancaster village,42.9006,-78.66877,672.1
Larchmont village,40.92596,-73.75196,60.1
Long Beach city,40.58584,-73.6654,10.0
Manlius village,43.00144,-75.98223,570.4
Massapequa CDP,40.6683,-73.47151,10.6
Massena village,44.92902,-74.89297,216.9
Middletown city,41.44492,-74.42357,532.6
Mount Vernon city,40.91311,-73.82932,132.6
Mount Vernon city,40.91311,-73.82932,132.6
Naples village,42.61743,-77.40213,791.7
Nesconset CDP,40.84685,-73.15201,117.6
New Hartford village,43.07104,-75.28862,557.4
New Hyde Park village,40.73227,-73.68586,99.5
Newfane CDP,43.28568,-78.69394,349.2
Niskayuna CDP,42.8049,-73.88743,449.6
North Bellmore CDP,40.69035,-73.53902,44.4
North Massapequa CDP,40.70301,-73.46912,53.4
North Syracuse village,43.13387,-76.13039,419.4
Old Forge CDP,43.7064,-74.96912,1858.9
Orchard Park village,42.7622,-78.74137,882.4
Pelham village,40.91108,-73.8077,77.2
Plattsburgh city,44.69203,-73.45828,159.8
Port Chester village,41.0047,-73.66718,59.8
Port Jefferson village,40.94218,-73.0528,230.6
Port Jefferson Station CDP,40.92594,-73.06519,184.5
Port Washington CDP,40.82745,-73.68001,152.3
Portville village,42.03671,-78.33726,1428.7
Remsen village,43.32822,-75.18699,1182.5
Roosevelt CDP,40.67942,-73.58337,41.8
West Sand Lake CDP,42.63817,-73.59538,559.4
Scarsdale village,40.99361,-73.7772,303.4
Sleepy Hollow village,41.09751,-73.86964,12.7
Smithtown CDP,40.85748,-73.21667,52.8
Southampton village,40.87662,-72.40309,23.5
Uniondale CDP,40.71759,-73.59466,76.4
Valley Stream village,40.66475,-73.7049,11.1
Watkins Glen village,42.38055,-76.86699,455.3
West Seneca CDP,42.83778,-78.75123,642.0
Westbury village,40.75988,-73.58919,113.9
White Plains city,41.0238,-73.75105,266.4
Whitehall village,43.54601,-73.43378,922.5
Whitesboro village,43.12398,-75.29669,428.7
Whitney Point village,42.33057,-75.97162,949.8
Williamsville village,42.95825,-78.73952,675.9
Williston Park village,40.75876,-73.64659,118.1
Yonkers city,40.94586,-73.86745,323.2
Yorktown Heights CDP,41.27059,-73.77471,426.8
Amelia CDP,39.02686,-84.21806,875.1
Athens city,39.32629,-82.10019,723.9
Attica village,41.06368,-82.88711,952.2
Barberton city,41.0069,-81.60439,963.4
Bay Village city,41.48777,-81.92889,623.5
Bellbrook city,39.6384,-84.08541,898.2
Bexley city,39.96536,-82.93448,792.3
Bluffton village,40.89205,-83.88779,817.4
Broadview Heights city,41.31816,-81.67926,1179.0
Brooklyn Heights village,41.41989,-81.66531,727.1
Canfield city,41.02958,-80.76998,1108.4
Castalia village,41.40424,-82.80163,630.5
Celina city,40.55549,-84.56142,887.5
Chardon city,41.57929,-81.20906,1220.9
Cleveland Heights city,41.51107,-81.56177,930.9
Dover city,40.53005,-81.48103,910.3
Dresden village,40.12223,-82.01345,735.3
East Palestine village,40.83907,-80.54661,1041.1
Fairview Park city,41.44199,-81.85295,741.7
Hamilton city,39.39343,-84.56575,590.2
Hilliard city,40.03472,-83.15779,932.7
Hubbard city,41.15812,-80.56465,959.8
Hudson city,41.23921,-81.44161,1062.5
Huron city,41.39763,-82.56257,589.9
Ironton city,38.5326,-82.67809,555.8
Jamestown village,39.6572,-83.75382,1057.0
Lakewood city,41.48326,-81.80114,695.1
Middletown city,39.50295,-84.36489,738.1
Milford Center village,40.17931,-83.43854,995.4
Millbury village,41.56473,-83.42552,614.3
New Paris village,39.85668,-84.79192,1041.8
Oberlin city,41.28606,-82.21957,812.9
Olmsted Falls city,41.36575,-81.90379,777.0
Ontario city,40.7682,-82.61477,1363.1
Orange village,41.44262,-81.47172,1196.0
Parma city,41.38357,-81.72864,943.2
Perrysburg city,41.53899,-83.64413,639.1
Pickerington city,39.88754,-82.76414,839.9
Poland village,41.0229,-80.61539,1040.8
Ravenna city,41.16157,-81.24206,1110.3
South Euclid city,41.52396,-81.52448,956.4
Strongsville city,41.31296,-81.83169,931.0
Sunbury village,40.24941,-82.8802,946.5
Tiffin city,41.11491,-83.18047,723.1
Trenton city,39.47881,-84.46637,661.4
University Heights city,41.49479,-81.5349,1043.8
Wadsworth city,41.02744,-81.7322,1168.6
Warren city,41.23956,-80.81601,892.0
Westlake city,41.44953,-81.93016,718.5
Wilmington city,39.42912,-83.81617,1044.7
Wooster city,40.81703,-81.93153,1141.8
Youngstown city,41.09909,-80.6459,856.0
Zanesfield village,40.3386,-83.67789,1174.6
Ardmore city,34.19651,-97.13185,881.0
Claremore city,36.31463,-95.60832,612.2
Moore city,35.3285,-97.47476,1205.8
Newcastle city,35.2424,-97.59534,1194.9
Sand Springs city,36.13648,-96.13197,652.3
Skiatook city,36.34654,-95.94536,701.5
Stillwater city,36.1315,-97.07446,951.4
Stroud city,35.76888,-96.65007,862.6
Warner town,35.49169,-95.30894,565.5
Ashland city,42.19222,-122.69825,1929.2
Aurora city,45.22832,-122.75723,166.4
Boring CDP,45.43127,-122.3725,511.1
Canby city,45.26509,-122.68839,147.0
Corvallis city,44.56995,-123.27828,252.7
Happy Valley city,45.43603,-122.51013,689.9
Hood River city,45.70911,-121.52602,281.8
Klamath Falls city,42.21885,-121.77872,4091.8
Lake Oswego city,45.41355,-122.70001,209.6
Milwaukie city,45.44483,-122.62085,174.9
Newberg city,45.30724,-122.96018,213.7
Ontario city,44.02505,-116.97877,2175.3
Salem city,44.9239,-123.02301,177.1
Springfield city,44.05378,-122.98111,474.4
Alburtis borough,40.50663,-75.60023,534.2
Aliquippa city,40.61583,-80.25516,914.6
Ardmore CDP,40.00324,-75.29474,312.7
Audubon CDP,40.13034,-75.42802,182.7
Benton borough,41.19569,-76.38425,763.2
Berwick borough,41.05499,-76.25101,538.0
Berwyn CDP,40.03879,-75.44209,455.0
Bethlehem city,40.62642,-75.3679,346.0
Blandon CDP,40.44515,-75.87945,360.2
Blue Bell CDP,40.14735,-75.26868,365.1
Bryn Mawr CDP,40.02082,-75.31617,416.3
Carlisle borough,40.19999,-77.20415,479.2
Carmichaels borough,39.8976,-79.97499,1006.3
Carnegie borough,40.40799,-80.08604,771.3
Chadds Ford CDP,39.87595,-75.60822,299.5
Chambersburg borough,39.93143,-77.65564,639.5
Coopersburg borough,40.51037,-75.39192,495.5
Coraopolis borough,40.51462,-80.16182,783.6
Darby borough,39.92095,-75.26108,80.5
Dauphin borough,40.36828,-76.93022,423.7
Donora borough,40.17953,-79.86241,968.3
Douglassville CDP,40.2599,-75.72423,176.0
Eagleville CDP,41.05599,-77.58532,690.0
Elizabethtown borough,40.15328,-76.59865,459.9
Elverson borough,40.15372,-75.83083,731.9
Emmaus borough,40.53519,-75.49788,427.8
Fort Washington CDP,40.14076,-75.19258,195.8
Gibsonia CDP,40.63223,-79.96835,1086.7
Gilbertsville CDP,40.32304,-75.60863,322.9
Glen Rock borough,39.7935,-76.7307,553.0
Glenside CDP,40.10325,-75.15188,276.1
Green Lane borough,40.33665,-75.47175,229.8
Greencastle borough,39.79067,-77.72667,588.6
Hamburg borough,40.55622,-75.98236,401.0
Hatfield borough,40.2771,-75.29887,333.5
Haverford College CDP,40.00926,-75.30738,376.9
Hollidaysburg borough,40.4311,-78.39296,1013.0
Hopewell borough,40.13516,-78.26568,1016.6
Irwin borough,40.32506,-79.69976,1007.0
Johnstown city,40.32613,-78.91914,1166.0
Kennett Square borough,39.84384,-75.7113,337.3
Kingston borough,41.26475,-75.88657,542.1
Kittanning borough,40.8287,-79.51869,951.5
Kutztown borough,40.52131,-75.77729,401.2
Larksville borough,41.26401,-75.9309,821.0
Latrobe borough,40.31243,-79.3826,988.0
Lebanon city,40.34119,-76.42274,456.8
Lewisburg borough,40.96413,-76.88996,452.0
Lewistown borough,40.59723,-77.57152,482.4
Lincoln University CDP,39.80647,-75.92791,511.1
Meadville city,41.64788,-80.14744,1213.3
Mechanicsburg borough,40.2114,-77.00593,445.1
Mohnton borough,40.28746,-75.9869,563.9
Moosic borough,41.35604,-75.7047,780.1
Myerstown borough,40.37214,-76.30558,469.5
New Kensington city,40.57248,-79.75305,941.4
Newtown borough,40.22834,-74.93229,168.7
Northampton borough,40.68824,-75.48745,387.4
Oley CDP,40.38982,-75.78721,420.6
Oxford borough,39.78556,-75.97965,562.2
Parkesburg borough,39.96005,-75.91616,532.3
Pennsburg borough,40.39359,-75.49641,359.4
Pottstown borough,40.25092,-75.64475,184.1
Robesonia borough,40.34862,-76.13856,445.1
Saylorsburg CDP,40.89904,-75.31675,667.1
Seven Fields borough,40.68673,-80.0639,1125.7
Shavertown CDP,41.31876,-75.94044,1003.6
Sinking Spring borough,40.32469,-76.02253,327.9
Souderton borough,40.311,-75.32235,420.2
Spring Grove borough,39.88085,-76.86401,501.4
Thompsontown borough,40.5658,-77.23613,444.9
Uniontown city,39.8993,-79.72453,978.1
Villanova CDP,40.04053,-75.34101,464.9
West Chester borough,39.95988,-75.60542,460.0
West Grove borough,39.82019,-75.82852,431.3
Cranston city,41.76973,-71.48505,196.9
Hope Valley CDP,41.51405,-71.72056,129.7
Providence city,41.82306,-71.41878,41.5
Clemson city,34.68356,-82.81058,787.2
Dillon city,34.42447,-79.36759,118.6
Fort Mill town,35.006,-80.94,633.4
Greenwood city,34.19541,-82.15367,628.0
Hemingway town,33.75332,-79.44626,54.2
Hilton Head Island town,32.19031,-80.73843,3.5
Lake Wylie CDP,35.09854,-81.0722,599.2
Little Mountain town,34.1969,-81.41237,615.0
Vance town,33.4364,-80.4202,126.2
Madison city,44.00622,-97.10848,1671.6
Pine Ridge CDP,43.02692,-102.55235,3239.2
Rapid City city,44.07107,-103.21792,3390.3
Sturgis city,44.412,-103.50061,3435.2
Arlington town,35.25252,-89.66115,372.6
Bristol city,36.55855,-82.217,1588.5
Cleveland city,35.18004,-84.87129,822.3
Germantown city,35.08196,-89.78258,335.4
Kingsport city,36.51937,-82.54339,1180.9
La Vergne city,36.02224,-86.55938,613.6
Paris city,36.29274,-88.30806,443.5
Aledo city,32.69739,-97.60687,868.2
Allen city,33.10974,-96.67303,654.8
Alvin city,29.42477,-95.22443,41.5
Athens city,32.2026,-95.8308,477.6
Azle city,32.89555,-97.53923,717.2
Beaumont city,30.08491,-94.14533,19.2
Boerne city,29.78494,-98.72795,1433.3
Brownsville city,25.99569,-97.45085,11.6
Caldwell city,30.53127,-96.69889,380.3
Carrollton city,32.98939,-96.89994,481.9
Cedar Hill city,32.58433,-96.9589,810.7
Cedar Park city,30.51018,-97.81863,941.5
Clarksville city,33.61096,-95.05632,438.3
College Station city,30.58516,-96.29636,289.4
Converse city,29.51249,-98.30463,670.9
Copperas Cove city,31.11958,-97.9144,1121.6
Corsicana city,32.0824,-96.4667,423.4
Denver City town,32.96787,-102.83222,3581.4
Douglassville town,33.19165,-94.35194,381.0
Dublin city,32.08776,-98.33886,1491.4
El Lago city,29.57146,-95.04525,11.8
Ennis city,32.32507,-96.6338,534.7
Euless city,32.84937,-97.07859,576.7
Flower Mound town,33.03789,-97.11338,626.2
Gail CDP,32.76731,-101.45583,2623.6
Garland city,32.90983,-96.63033,527.5
Glenn Heights city,32.5513,-96.85439,686.8
Gonzales city,29.51255,-97.4472,323.9
Granbury city,32.43281,-97.77515,709.7
Grapevine city,32.93497,-97.07591,637.3
Greenville city,33.11194,-96.11026,566.5
Hallettsville city,29.4431,-96.94355,219.6
Highland Village city,33.08975,-97.0615,554.0
Idalou city,33.6624,-101.6837,3189.5
Kemah city,29.52865,-95.02004,20.6
Kerrville city,30.0377,-99.13242,1617.6
League City city,29.49006,-95.10909,20.7
Lexington town,30.41429,-97.00994,459.3
Liberty Hill city,30.66338,-97.90551,1015.6
Lovelady city,31.12817,-95.44588,295.6
Magnolia city,30.21303,-95.7426,267.0
Marshall city,32.53916,-94.35317,332.4
McAllen city,26.22497,-98.24608,120.1
Mineral Wells city,32.82348,-98.0788,948.8
Mission city,26.20406,-98.32522,115.0
Montgomery city,30.39315,-95.69415,300.9
Odem city,27.94624,-97.58752,76.2
Parker city,33.06306,-96.62524,614.2
Perryton city,36.39287,-100.79766,2926.4
Prosper town,33.24133,-96.81239,633.2
Red Oak city,32.50955,-96.78398,587.3
Rockwall city,32.91806,-96.43805,553.3
Round Rock city,30.52677,-97.66008,732.8
Rowlett city,32.91593,-96.54859,459.0
Sachse city,32.96901,-96.57952,505.0
San Benito city,26.1294,-97.64405,38.5
Splendora city,30.22839,-95.16235,125.4
Taylor city,30.57203,-97.43038,581.3
Terrell city,32.73535,-96.28644,528.8
Texarkana city,33.45114,-94.09009,346.3
Trophy Club town,32.99252,-97.17296,613.5
Victoria city,28.82853,-96.98601,99.2
Westlake town,32.98546,-97.20379,624.9
Wichita Falls city,33.90665,-98.52585,988.4
Clearfield city,41.09701,-112.01792,4441.5
Cottonwood Heights city,40.61368,-111.81455,4818.8
Eagle Mountain city,40.31432,-112.01171,4882.7
Eden CDP,41.30616,-111.80378,4952.9
Heber city,40.54174,-111.38744,6388.5
Kaysville city,41.02934,-111.94507,4298.7
Kearns metro township,40.65194,-112.00939,4680.3
Layton city,41.07742,-111.96073,4462.9
