city,state,lat,lng,canonical_name,strategy,n_athletes
Placerville,CA,38.73112,-120.79768,Placerville city,direct,1
Ramona,CA,33.04581,-116.87755,Ramona CDP,direct,1
Rancho Mirage,CA,33.76384,-116.43039,Rancho Mirage city,direct,1
Red Bluff,CA,40.17352,-122.24152,Red Bluff city,direct,1
Redding,CA,40.57028,-122.36677,Redding city,direct,1
Rolling Hills Estates,CA,33.77844,-118.32743,Rolling Hills Estates city,direct,1
Rossmoor,CA,33.78869,-118.08033,Rossmoor CDP,direct,1
Salinas,CA,36.69022,-121.63379,Salinas city,direct,1
San Anselmo,CA,37.98212,-122.56992,San Anselmo town,direct,1
San Bernardino,CA,34.14114,-117.29463,San Bernardino city,direct,1
San Dimas,CA,34.10796,-117.80853,San Dimas city,direct,1
San Marino,CA,34.12267,-118.11291,San Marino city,direct,1
San Rafael,CA,37.981,-122.50693,San Rafael city,direct,1
Santa Fe Springs,CA,33.93357,-118.06261,Santa Fe Springs city,direct,1
Santa Rosa Valley,CA,34.2459,-118.90178,Santa Rosa Valley CDP,direct,1
Santee,CA,32.85499,-116.98606,Santee city,direct,1
Scotts Valley,CA,37.0555,-122.01177,Scotts Valley city,direct,1
Signal Hill,CA,33.80346,-118.16974,Signal Hill city,direct,1
Solvang,CA,34.59376,-120.13968,Solvang city,direct,1
Somis,CA,34.26526,-118.99841,Somis CDP,direct,1
South San Francisco,CA,37.6551,-122.37623,South San Francisco city,direct,1
Stevenson Ranch,CA,34.38772,-118.58436,Stevenson Ranch CDP,direct,1
Strawberry,CA,37.89125,-122.50917,Strawberry CDP,direct,1
Suisun,CA,38.24833,-122.01007,Suisun City city,suffix-add:city,1
Sutter,CA,39.1556,-121.74926,Sutter CDP,direct,1
Topanga,CA,34.09678,-118.60602,Topanga CDP,direct,1
Trabuco Canyon,CA,33.67823,-117.59401,Trabuco Canyon CDP,direct,1
Vallejo,CA,38.10691,-122.26234,Vallejo city,direct,1
Valley Center,CA,33.23299,-117.01576,Valley Center CDP,direct,1
West Hollywood,CA,34.08827,-118.37183,West Hollywood city,direct,1
Westlake Village,CA,34.13667,-118.81737,Westlake Village city,direct,1
Windsor,CA,38.5421,-122.80861,Windsor town,direct,1
Woodland,CA,38.67116,-121.75004,Woodland city,direct,1
Wrightwood,CA,34.34599,-117.62758,Wrightwood CDP,direct,1
Yuba City,CA,39.12984,-121.64155,Yuba City city,direct,1
Yucaipa,CA,34.03358,-117.0429,Yucaipa city,direct,1
Brighton,CO,39.9657,-104.79417,Brighton city,direct,1
Buena Vista,CO,38.83199,-106.13866,Buena Vista town,direct,1
Carbondale,CO,39.39556,-107.21502,Carbondale town,direct,1
Copper Mountain,CO,39.47689,-106.20111,Copper Mountain CDP,direct,1
Delta,CO,38.75737,-108.08799,Delta city,direct,1
El Jebel,CO,39.40699,-107.09422,El Jebel CDP,direct,1
Fairplay,CO,39.22433,-105.9984,Fairplay town,direct,1
Fowler,CO,38.13062,-104.0261,Fowler town,direct,1
Frederick,CO,40.10591,-104.9745,Frederick town,direct,1
Lafayette,CO,39.99481,-105.09968,Lafayette city,direct,1
Leadville,CO,39.24728,-106.29346,Leadville city,direct,1
Lyons,CO,40.22305,-105.26866,Lyons town,direct,1
New Castle,CO,39.57764,-107.52645,New Castle town,direct,1
Norwood,CO,38.1284,-108.29225,Norwood town,direct,1
Oak Creek,CO,40.27402,-106.95764,Oak Creek town,direct,1
Paonia,CO,38.8698,-107.59208,Paonia town,direct,1
Pueblo,CO,38.26923,-104.61082,Pueblo city,direct,1
Sedalia,CO,39.4397,-104.96991,Sedalia CDP,direct,1
Thornton,CO,39.92043,-104.94141,Thornton city,direct,1
Windsor,CO,40.47827,-104.91505,Windsor town,direct,1
Ansonia,CT,41.34425,-73.06982,Ansonia city,direct,1
Bethlehem,CT,41.64396,-73.20279,Bethlehem Village CDP,suffix-add:village,1
Cheshire,CT,41.50409,-72.89687,Cheshire Village CDP,suffix-add:village,1
Dayville,CT,41.84422,-71.88239,Dayville CDP,direct,1
Guilford,CT,41.28051,-72.67622,Guilford Center CDP,state-starts,1
Manchester,CT,41.77963,-72.52016,Manchester CDP,direct,1
North Haven,CT,41.38146,-72.85637,North Haven CDP,direct,1
Orange,CT,41.28495,-73.02464,Orange CDP,direct,1
Stamford,CT,41.07961,-73.54608,Stamford city,direct,1
Torrington,CT,41.8342,-73.13147,Torrington city,direct,1
Weston,CT,41.20324,-73.37878,Weston CDP,direct,1
Wilton,CT,41.19128,-73.42616,Wilton Center CDP,state-starts,1
Windsor Locks,CT,41.92779,-72.65162,Windsor Locks CDP,direct,1
Washington,DC,38.9072,-77.0369,"Washington, D.C.",override,1
Delmar,DE,38.47247,-75.54386,Delmar town,direct,1
Lewes,DE,38.77864,-75.14369,Lewes city,direct,1
Middletown,DE,39.44339,-75.7175,Middletown town,direct,1
Rehoboth Beach,DE,38.71745,-75.08061,Rehoboth Beach city,direct,1
Alva,FL,26.72149,-81.62428,Alva CDP,direct,1
Anna Maria,FL,27.52983,-82.73372,Anna Maria city,direct,1
Apollo Beach,FL,27.76302,-82.40331,Apollo Beach CDP,direct,1
Atlantic Beach,FL,30.33955,-81.39667,Atlantic Beach city,direct,1
Auburndale,FL,28.11,-81.79732,Auburndale city,direct,1
Bagdad,FL,30.58417,-87.04489,Bagdad CDP,direct,1
Belleair Beach,FL,27.93124,-82.83657,Belleair Beach city,direct,1
Belleair Bluffs,FL,27.91962,-82.81975,Belleair Bluffs city,direct,1
Brandon,FL,27.93598,-82.29926,Brandon CDP,direct,1
Cape Coral,FL,26.64319,-81.99736,Cape Coral city,direct,1
Chuluota,FL,28.64029,-81.1184,Chuluota CDP,direct,1
Clermont,FL,28.53329,-81.72024,Clermont city,direct,1
Cocoa,FL,28.37664,-80.76331,Cocoa city,direct,1
Cocoa Beach,FL,28.32914,-80.62754,Cocoa Beach city,direct,1
Crestview,FL,30.74793,-86.57927,Crestview city,direct,1
Dunnellon,FL,29.05961,-82.42538,Dunnellon city,direct,1
Eagle Lake,FL,27.97427,-81.75539,Eagle Lake city,direct,1
Ellenton,FL,27.52658,-82.52668,Ellenton CDP,direct,1
Estero,FL,26.42559,-81.79954,Estero village,direct,1
Eustis,FL,28.85717,-81.67682,Eustis city,direct,1
Fellsmere,FL,27.72119,-80.60994,Fellsmere city,direct,1
Fernandina Beach,FL,30.65813,-81.45152,Fernandina Beach city,direct,1
Fort Myers,FL,26.62007,-81.82955,Fort Myers city,direct,1
Fort Pierce,FL,27.42611,-80.34249,Fort Pierce city,direct,1
Green Cove Springs,FL,29.98531,-81.68098,Green Cove Springs city,direct,1
Groveland,FL,28.61022,-81.82709,Groveland city,direct,1
Homestead,FL,25.46633,-80.44305,Homestead city,direct,1
Homosassa,FL,28.78487,-82.6076,Homosassa CDP,direct,1
Hudson,FL,28.35923,-82.68966,Hudson CDP,direct,1
Indian Harbour Beach,FL,28.15747,-80.60015,Indian Harbour Beach city,direct,1
Inverness,FL,28.84221,-82.34229,Inverness city,direct,1
Islamorada,FL,24.98435,-80.5433,"Islamorada, Village of Islands village",state-starts,1
Lake Butler,FL,28.48285,-81.53866,Lake Butler CDP,direct,1
Lake Panasoffkee,FL,28.78429,-82.12307,Lake Panasoffkee CDP,direct,1
Lake Wales,FL,27.9207,-81.5995,Lake Wales city,direct,1
Lauderdale by the Sea,FL,26.19134,-80.09946,Lauderdale-by-the-Sea town,direct,1
Leesburg,FL,28.71721,-81.90309,Leesburg city,direct,1
Lynn Haven,FL,30.23357,-85.63692,Lynn Haven city,direct,1
Melbourne Beach,FL,28.06687,-80.5596,Melbourne Beach town,direct,1
Merritt Island,FL,28.30924,-80.67596,Merritt Island CDP,direct,1
Miami Beach,FL,25.8106,-80.14885,Miami Beach city,direct,1
Miami Gardens,FL,25.94889,-80.24358,Miami Gardens city,direct,1
Miami Lakes,FL,25.91274,-80.32042,Miami Lakes town,direct,1
North Palm Beach,FL,26.8203,-80.05691,North Palm Beach village,direct,1
Odessa,FL,28.18233,-82.55042,Odessa CDP,direct,1
Orange Park,FL,30.17085,-81.70467,Orange Park town,direct,1
Ormond Beach,FL,29.29328,-81.10145,Ormond Beach city,direct,1
Osprey,FL,27.19039,-82.47571,Osprey CDP,direct,1
Palm Harbor,FL,28.08477,-82.75757,Palm Harbor CDP,direct,1
Panama City,FL,30.16627,-85.67019,Panama City city,direct,1
Parkland,FL,26.32136,-80.2543,Parkland city,direct,1
Pensacola,FL,30.44099,-87.19124,Pensacola city,direct,1
Plant City,FL,28.01535,-82.11781,Plant City city,direct,1
Rockledge,FL,28.32136,-80.73782,Rockledge city,direct,1
Spring Hill,FL,28.47921,-82.52966,Spring Hill CDP,direct,1
St. Augustine Beach,FL,29.84156,-81.27097,St. Augustine Beach city,direct,1
Stuart,FL,27.19527,-80.24411,Stuart city,direct,1
Tequesta,FL,26.96487,-80.11324,Tequesta village,direct,1
West Palm Beach,FL,26.74511,-80.12704,West Palm Beach city,direct,1
Winter Haven,FL,28.04584,-81.73274,Winter Haven city,direct,1
Acworth,GA,34.06199,-84.68112,Acworth city,direct,1
Albany,GA,31.57812,-84.17622,Albany city,direct,1
Alma,GA,31.54333,-82.47558,Alma city,direct,1
Buford,GA,34.11856,-83.98861,Buford city,direct,1
Cairo,GA,30.87923,-84.20551,Cairo city,direct,1
Cartersville,GA,34.16458,-84.8017,Cartersville city,direct,1
Clarkesville,GA,34.60929,-83.52747,Clarkesville city,direct,1
Conyers,GA,33.65747,-83.98381,Conyers city,direct,1
Covington,GA,33.60544,-83.84663,Covington city,direct,1
Cumming,GA,34.20607,-84.13385,Cumming city,direct,1
Dunwoody,GA,33.94139,-84.3127,Dunwoody city,direct,1
Eatonton,GA,33.32582,-83.38886,Eatonton city,direct,1
Glennville,GA,31.9388,-81.93242,Glennville city,direct,1
Griffin,GA,33.24319,-84.27186,Griffin city,direct,1
Hampton,GA,33.3777,-84.29897,Hampton city,direct,1
Jasper,GA,34.4662,-84.43586,Jasper city,direct,1
Johns Creek,GA,34.03274,-84.20385,Johns Creek city,direct,1
Macon,GA,32.80884,-83.69419,Macon-Bibb County,state-starts,1
Monroe,GA,33.79748,-83.71873,Monroe city,direct,1
Norman Park,GA,31.26902,-83.68453,Norman Park city,direct,1
Rome,GA,34.26613,-85.18605,Rome city,direct,1
Sandersville,GA,32.98209,-82.80969,Sandersville city,direct,1
Savannah,GA,32.01804,-81.19649,Savannah city,direct,1
Snellville,GA,33.86022,-84.00629,Snellville city,direct,1
Stockbridge,GA,33.53002,-84.23427,Stockbridge city,direct,1
Summerville,GA,34.47875,-85.34907,Summerville city,direct,1
Valdosta,GA,30.85013,-83.27883,Valdosta city,direct,1
Vidalia,GA,32.21208,-82.40219,Vidalia city,direct,1
Williamson,GA,33.17827,-84.35757,Williamson city,direct,1
Aiea,HI,21.38526,-157.92475,Aiea CDP,direct,1
Haiku,HI,20.92087,-156.30187,Haiku-Pauwela CDP,state-starts,1
Hauula,HI,21.61205,-157.91089,Hauula CDP,direct,1
Hau’ula,HI,21.61205,-157.91089,Hauula CDP,direct,1
Kahuku,HI,21.67894,-157.94316,Kahuku CDP,direct,1
Kaneohe,HI,21.40933,-157.78965,Kaneohe CDP,direct,1
Kapolei,HI,21.33993,-158.06783,Kapolei CDP,direct,1
Kihei,HI,20.76609,-156.43521,Kihei CDP,direct,1
Makawao,HI,20.84804,-156.31903,Makawao CDP,direct,1
Nānākuli,HI,21.38985,-158.15497,Nanakuli CDP,direct,1
Pahala,HI,19.19919,-155.47728,Pahala CDP,direct,1
Wahiawa,HI,21.50067,-158.01796,Wahiawa CDP,direct,1
Waikele,HI,21.40255,-158.00583,Waikele CDP,direct,1
Waipahu,HI,21.38494,-158.01099,Waipahu CDP,direct,1
Ames,IA,42.02633,-93.62126,Ames city,direct,1
Coralville,IA,41.69879,-91.5968,Coralville city,direct,1
Council Bluffs,IA,41.23599,-95.85316,Council Bluffs city,direct,1
Dubuque,IA,42.4989,-90.70726,Dubuque city,direct,1
Fairbank,IA,42.64014,-92.04779,Fairbank city,direct,1
Grimes,IA,41.67785,-93.80231,Grimes city,direct,1
Grinnell,IA,41.73524,-92.7249,Grinnell city,direct,1
North Liberty,IA,41.74362,-91.61123,North Liberty city,direct,1
Pleasant Hill,IA,41.59911,-93.50505,Pleasant Hill city,direct,1
Sioux City,IA,42.49529,-96.38986,Sioux City city,direct,1
Swisher,IA,41.84458,-91.69465,Swisher city,direct,1
Waterloo,IA,42.49233,-92.35195,Waterloo city,direct,1
West Des Moines,IA,41.54994,-93.78135,West Des Moines city,direct,1
West Point,IA,40.71454,-91.45283,West Point city,direct,1
Woodbine,IA,41.73634,-95.71106,Woodbine city,direct,1
Caldwell,ID,43.64588,-116.65934,Caldwell city,direct,1
Eagle,ID,43.69342,-116.34599,Eagle city,direct,1
Hailey,ID,43.51267,-114.2995,Hailey city,direct,1
McCammon,ID,42.64824,-112.18939,McCammon city,direct,1
Meridian,ID,43.61149,-116.40066,Meridian city,direct,1
Rathdrum,ID,47.79404,-116.89293,Rathdrum city,direct,1
Rexburg,ID,43.82289,-111.79099,Rexburg city,direct,1
Rigby,ID,43.67359,-111.91353,Rigby city,direct,1
Sandpoint,ID,48.28169,-116.56001,Sandpoint city,direct,1
Twin Falls,ID,42.56467,-114.46061,Twin Falls city,direct,1
Algonquin,IL,42.15947,-88.32187,Algonquin village,direct,1
Arlington Heights,IL,42.09736,-87.98167,Arlington Heights village,direct,1
Belleville,IL,38.51597,-89.98978,Belleville city,direct,1
Bellwood,IL,41.8829,-87.87617,Bellwood village,direct,1
Bloomington,IL,40.47578,-88.96991,Bloomington city,direct,1
Boody,IL,39.76438,-89.04667,Boody CDP,direct,1
Campton Hills,IL,41.95024,-88.41705,Campton Hills village,direct,1
Carlinville,IL,39.27748,-89.87613,Carlinville city,direct,1
Cary,IL,42.21214,-88.24963,Cary village,direct,1
Chatham,IL,39.67453,-89.6933,Chatham village,direct,1
Chicago Heights,IL,41.51069,-87.63467,Chicago Heights city,direct,1
Clarendon Hills,IL,41.79845,-87.95724,Clarendon Hills village,direct,1
Crete,IL,41.44052,-87.62447,Crete village,direct,1
Decatur,IL,39.85598,-88.93375,Decatur city,direct,1
East Alton,IL,38.88412,-90.10794,East Alton village,direct,1
East St. Louis,IL,38.61636,-90.13053,East St. Louis city,direct,1
Evergreen Park,IL,41.72127,-87.70133,Evergreen Park village,direct,1
Fox River Grove,IL,42.19549,-88.21481,Fox River Grove village,direct,1
Freeport,IL,42.28901,-89.63426,Freeport city,direct,1
Geneva,IL,41.88211,-88.32946,Geneva city,direct,1
Germantown Hills,IL,40.77063,-89.4689,Germantown Hills village,direct,1
Glencoe,IL,42.13449,-87.76318,Glencoe village,direct,1
Gurnee,IL,42.37009,-87.93681,Gurnee village,direct,1
Itasca,IL,41.97662,-88.01878,Itasca village,direct,1
Joliet,IL,41.5177,-88.14885,Joliet city,direct,1
La Grange,IL,41.80721,-87.87415,La Grange village,direct,1
Lake Bluff,IL,42.28269,-87.85231,Lake Bluff village,direct,1
Lake Villa,IL,42.41757,-88.08261,Lake Villa village,direct,1
Lake Zurich,IL,42.19501,-88.08773,Lake Zurich village,direct,1
Lincolnwood,IL,42.00543,-87.73296,Lincolnwood village,direct,1
Marion,IL,37.73445,-88.94116,Marion city,direct,1
Mascoutah,IL,38.51812,-89.80004,Mascoutah city,direct,1
Mchenry,IL,42.3362,-88.29165,McHenry city,direct,1
Mt. Prospect,IL,42.0642,-87.93736,Mount Prospect village,direct,1
Nashville,IL,38.35362,-89.37799,Nashville city,direct,1
Northfield,IL,42.10297,-87.77738,Northfield village,direct,1
Northlake,IL,41.91432,-87.90549,Northlake city,direct,1
Okawville,IL,38.43442,-89.54798,Okawville village,direct,1
Palos Heights,IL,41.66344,-87.79604,Palos Heights city,direct,1
Park Ridge,IL,42.01176,-87.84343,Park Ridge city,direct,1
Richview,IL,38.37588,-89.18026,Richview village,direct,1
Riverwoods,IL,42.1729,-87.89486,Riverwoods village,direct,1
Rolling Meadows,IL,42.07491,-88.02536,Rolling Meadows city,direct,1
Roselle,IL,41.98025,-88.08591,Roselle village,direct,1
Round Lake,IL,42.34318,-88.1021,Round Lake village,direct,1
Sauk Village,IL,41.49009,-87.57062,Sauk Village village,direct,1
Savoy,IL,40.05913,-88.2545,Savoy village,direct,1
Springfield,IL,39.79106,-89.64457,Springfield city,direct,1
St. Charles,IL,41.91945,-88.31074,St. Charles city,direct,1
St. Joseph,IL,40.11471,-88.03562,St. Joseph village,direct,1
St. Louis,IL,38.61636,-90.13053,East St. Louis city,state-contains,1
Swansea,IL,38.55178,-89.98751,Swansea village,direct,1
Sycamore,IL,41.99673,-88.67764,Sycamore city,direct,1
Vernon Hills,IL,42.23441,-87.96106,Vernon Hills village,direct,1
Warren,IL,42.49483,-89.99123,Warren village,direct,1
Wauconda,IL,42.27701,-88.13527,Wauconda village,direct,1
Waukegan,IL,42.36945,-87.8709,Waukegan city,direct,1
Willowbrook,IL,41.76732,-87.94215,Willowbrook village,direct,1
Wilmette,IL,42.07732,-87.72862,Wilmette village,direct,1
Wilmington,IL,39.48068,-90.48677,Wilmington village,direct,1
Winfield,IL,41.87844,-88.15303,Winfield village,direct,1
Woodridge,IL,41.73739,-88.04413,Woodridge village,direct,1
Yorkville,IL,41.66174,-88.4286,Yorkville city,direct,1
Auburn,IN,41.36763,-85.05498,Auburn city,direct,1
Chesterton,IN,41.59982,-87.055,Chesterton town,direct,1
Columbus,IN,39.20868,-85.91906,Columbus city,direct,1
Crown Point,IN,41.40911,-87.34695,Crown Point city,direct,1
Decatur,IN,40.82885,-84.92781,Decatur city,direct,1
Elwood,IN,40.27382,-85.83729,Elwood city,direct,1
Fowler,IN,40.61723,-87.31793,Fowler town,direct,1
Fremont,IN,41.72762,-84.93886,Fremont town,direct,1
Granger,IN,41.73773,-86.13438,Granger CDP,direct,1
Huntington,IN,40.88083,-85.5055,Huntington city,direct,1
Jeffersonville,IN,38.33241,-85.69609,Jeffersonville city,direct,1
Kokomo,IN,40.46401,-86.12735,Kokomo city,direct,1
Lake Station,IN,41.57673,-87.25288,Lake Station city,direct,1
Linton,IN,39.03553,-87.15713,Linton city,direct,1
Michigan City,IN,41.70878,-86.86687,Michigan City city,direct,1
Middlebury,IN,39.26489,-87.11931,Middlebury CDP,direct,1
Mishawaka,IN,41.67661,-86.16536,Mishawaka city,direct,1
Muncie,IN,40.19883,-85.39506,Muncie city,direct,1
Princeton,IN,38.35447,-87.57951,Princeton city,direct,1
Terre Haute,IN,39.46415,-87.37604,Terre Haute city,direct,1
Valparaiso,IN,41.47981,-87.05227,Valparaiso city,direct,1
Walkerton,IN,41.46566,-86.48249,Walkerton town,direct,1
West Lafayette,IN,40.44371,-86.92362,West Lafayette city,direct,1
Belleville,KS,39.82434,-97.63385,Belleville city,direct,1
Derby,KS,37.55956,-97.25579,Derby city,direct,1
Gardner,KS,38.81147,-94.92923,Gardner city,direct,1
Lawrence,KS,38.96003,-95.26293,Lawrence city,direct,1
Leavenworth,KS,39.32272,-94.92501,Leavenworth city,direct,1
Lenexa,KS,38.96527,-94.80394,Lenexa city,direct,1
McPherson,KS,38.36988,-97.66452,McPherson city,direct,1
Olathe,KS,38.88203,-94.82005,Olathe city,direct,1
Paola,KS,38.57893,-94.8604,Paola city,direct,1
Piedmont,KS,37.61529,-96.37928,Piedmont CDP,direct,1
Scott City,KS,38.47887,-100.90305,Scott City city,direct,1
Sterling,KS,38.20929,-98.20646,Sterling city,direct,1
Wellington,KS,37.27811,-97.40667,Wellington city,direct,1
Crofton,KY,37.04793,-87.4835,Crofton city,direct,1
Fort Mitchell,KY,39.04555,-84.55615,Fort Mitchell city,direct,1
Ft. Mitchell,KY,39.04555,-84.55615,Fort Mitchell city,direct,1
Georgetown,KY,38.26018,-84.53492,Georgetown city,direct,1
Grayson,KY,38.33389,-82.93581,Grayson city,direct,1
Madisonville,KY,37.34104,-87.50347,Madisonville city,direct,1
Owenton,KY,38.53903,-84.83922,Owenton city,direct,1
Prospect,KY,38.34689,-85.60887,Prospect city,direct,1
Shelbyville,KY,38.2068,-85.23062,Shelbyville city,direct,1
Walton,KY,38.86243,-84.61504,Walton city,direct,1
Bossier City,LA,32.52367,-93.65543,Bossier City city,direct,1
Coteau,LA,30.42024,-92.04379,Grand Coteau town,state-contains,1
Delcambre,LA,29.95105,-91.99171,Delcambre town,direct,1
Lafayette,LA,30.2056,-92.02806,Lafayette city,direct,1
Morgan City,LA,29.71033,-91.19154,Morgan City city,direct,1
Napoleonville,LA,29.93827,-91.02636,Napoleonville village,direct,1
New Iberia,LA,30.00549,-91.82031,New Iberia city,direct,1
Prairieville,LA,30.31353,-90.95811,Prairieville CDP,direct,1
West Monroe,LA,32.51234,-92.15107,West Monroe city,direct,1
Arlington,MA,42.41872,-71.16391,Arlington CDP,direct,1
Bedford,MA,41.6613,-70.93791,New Bedford city,state-contains,1
Belmont,MA,42.39532,-71.18028,Belmont CDP,direct,1
Brockton,MA,42.08254,-71.02464,Brockton city,direct,1
Brookline,MA,42.32385,-71.142,Brookline CDP,direct,1
Burlington,MA,42.50323,-71.20171,Burlington CDP,direct,1
Danvers,MA,42.57417,-70.95052,Danvers CDP,direct,1
Dover,MA,42.24667,-71.26807,Dover CDP,direct,1
Duxbury,MA,42.04435,-70.67924,Duxbury CDP,direct,1
East Falmouth,MA,41.56825,-70.55744,East Falmouth CDP,direct,1
Easthampton,MA,42.26543,-72.67081,Easthampton Town city,suffix-add:town,1
Forestdale,MA,41.68349,-70.51079,Forestdale CDP,direct,1
Foxborough,MA,42.06402,-71.2484,Foxborough CDP,direct,1
Framingham,MA,42.3079,-71.4362,Framingham city,direct,1
Franklin,MA,42.08486,-71.41057,Franklin Town city,suffix-add:town,1
Hopkinton,MA,42.22556,-71.5241,Hopkinton CDP,direct,1
Hudson,MA,42.39209,-71.56495,Hudson CDP,direct,1
Lancaster,MA,42.43702,-71.69709,South Lancaster CDP,state-contains,1
Leominster,MA,42.52088,-71.77061,Leominster city,direct,1
Littleton,MA,42.53448,-71.47213,Littleton Common CDP,state-starts,1
Lowell,MA,42.639,-71.32102,Lowell city,direct,1
Lynn,MA,42.47477,-70.96204,Lynn city,direct,1
Marion,MA,41.69661,-70.7555,Marion Center CDP,state-starts,1
Marlborough,MA,42.34962,-71.54721,Marlborough city,direct,1
Marshfield,MA,42.10223,-70.6894,Marshfield CDP,direct,1
Melrose,MA,42.45572,-71.05902,Melrose city,direct,1
Millis,MA,42.16682,-71.34923,Millis-Clicquot CDP,state-starts,1
Needham,MA,42.28159,-71.24241,Needham CDP,direct,1
Norton,MA,41.97446,-71.18855,Norton Center CDP,state-starts,1
Orange,MA,42.60544,-72.29207,Orange CDP,direct,1
Peabody,MA,42.53431,-70.96944,Peabody city,direct,1
Pembroke,MA,42.09774,-70.78327,North Pembroke CDP,state-contains,1
Raynham,MA,41.93048,-71.04621,Raynham Center CDP,state-starts,1
Saugus,MA,42.46843,-71.01395,Saugus CDP,direct,1
Sharon,MA,42.11752,-71.18603,Sharon CDP,direct,1
Somerville,MA,42.39044,-71.10103,Somerville city,direct,1
Stoneham,MA,42.47421,-71.09767,Stoneham CDP,direct,1
Taunton,MA,41.90332,-71.09499,Taunton city,direct,1
Wakefield,MA,42.50436,-71.06406,Wakefield CDP,direct,1
Walpole,MA,42.13386,-71.2403,Walpole CDP,direct,1
Watertown,MA,42.36945,-71.17793,Watertown Town city,suffix-add:town,1
Westborough,MA,42.26744,-71.61749,Westborough CDP,direct,1
Westfield,MA,42.13884,-72.75591,Westfield city,direct,1
Wilmington,MA,42.56465,-71.16452,Wilmington CDP,direct,1
Woburn,MA,42.4887,-71.15438,Woburn city,direct,1
Adamstown,MD,39.307,-77.4693,Adamstown CDP,direct,1
Arnold,MD,39.04323,-76.50499,Arnold CDP,direct,1
Bowie,MD,38.9547,-76.73883,Bowie city,direct,1
Columbia,MD,39.20115,-76.85905,Columbia CDP,direct,1
Fort Washington,MD,38.73187,-77.00866,Fort Washington CDP,direct,1
Fulton,MD,39.15311,-76.91163,Fulton CDP,direct,1
Glenarden,MD,38.92929,-76.85769,Glenarden city,direct,1
Hagerstown,MD,39.64018,-77.72269,Hagerstown city,direct,1
Landover,MD,38.92439,-76.8876,Landover CDP,direct,1
Laytonsville,MD,39.20875,-77.13531,Laytonsville town,direct,1
Little Orleans,MD,39.63051,-78.39584,Little Orleans CDP,direct,1
Montgomery Village,MD,39.18851,-77.20514,Montgomery Village CDP,direct,1
Mt. Airy,MD,39.37469,-77.15381,Mount Airy town,direct,1
Olney,MD,39.14434,-77.07143,Olney CDP,direct,1
Oxon Hill,MD,38.78879,-76.97186,Oxon Hill CDP,direct,1
Pasadena,MD,39.1557,-76.55981,Pasadena CDP,direct,1
Poolesville,MD,39.14183,-77.41051,Poolesville town,direct,1
Princess Anne,MD,38.20514,-75.69638,Princess Anne town,direct,1
Springdale,MD,38.9358,-76.84423,Springdale CDP,direct,1
Towson,MD,39.39421,-76.61775,Towson CDP,direct,1
Wheaton,MD,39.04949,-77.05821,Wheaton CDP,direct,1
Boothbay Harbor,ME,43.85562,-69.62334,Boothbay Harbor CDP,direct,1
Falmouth,ME,43.71601,-70.23106,Falmouth CDP,direct,1
Fort Fairfield,ME,46.76707,-67.83194,Fort Fairfield CDP,direct,1
Lisbon Falls,ME,44.00861,-70.05764,Lisbon Falls CDP,direct,1
Newport,ME,44.83643,-69.25485,Newport CDP,direct,1
Sanford,ME,43.42414,-70.75786,Sanford city,direct,1
Allendale,MI,42.98196,-85.94413,Allendale CDP,direct,1
Bay City,MI,43.59006,-83.88842,Bay City city,direct,1
Beverly Hills,MI,42.52254,-83.24034,Beverly Hills village,direct,1
Birmingham,MI,42.5448,-83.21658,Birmingham city,direct,1
Bloomfield Hills,MI,42.58136,-83.24642,Bloomfield Hills city,direct,1
Boyne City,MI,45.21299,-85.01244,Boyne City city,direct,1
Buchanan,MI,41.82829,-86.36597,Buchanan city,direct,1
Caledonia,MI,42.79474,-85.5171,Caledonia village,direct,1
Clinton Township,MI,42.06828,-83.96573,Clinton village,suffix-strip,1
Cutlerville,MI,42.83873,-85.67278,Cutlerville CDP,direct,1
Eaton Rapids,MI,42.50974,-84.65188,Eaton Rapids city,direct,1
Escanaba,MI,45.74629,-87.08361,Escanaba city,direct,1
Fenton,MI,42.80061,-83.71771,Fenton city,direct,1
Flushing,MI,43.06279,-83.84263,Flushing city,direct,1
Fowlerville,MI,42.65938,-84.07374,Fowlerville village,direct,1
Gaylord,MI,45.02134,-84.68182,Gaylord city,direct,1
Grand Haven,MI,43.05497,-86.21935,Grand Haven city,direct,1
Grosse Pointe,MI,42.38393,-82.90387,Grosse Pointe city,direct,1
Grosse Pointe Farms,MI,42.39755,-82.88918,Grosse Pointe Farms city,direct,1
Hart,MI,43.69662,-86.36727,Hart city,direct,1
Highland,MI,42.40523,-83.09765,Highland Park city,state-starts,1
Houghton Lake,MI,44.30107,-84.74986,Houghton Lake CDP,direct,1
Inkster,MI,42.29395,-83.3203,Inkster city,direct,1
Iron River,MI,46.09591,-88.6366,Iron River city,direct,1
Kalamazoo,MI,42.27516,-85.5885,Kalamazoo city,direct,1
Kingsford,MI,45.80644,-88.10036,Kingsford city,direct,1
Lapeer,MI,43.04513,-83.32675,Lapeer city,direct,1
Leland,MI,45.02144,-85.75711,Leland CDP,direct,1
Lowell,MI,42.9346,-85.34622,Lowell city,direct,1
Marquette,MI,46.5507,-87.39583,Marquette city,direct,1
Marysville,MI,42.90847,-82.48096,Marysville city,direct,1
Melvindale,MI,42.27861,-83.18225,Melvindale city,direct,1
Milan,MI,42.08135,-83.68479,Milan city,direct,1
Northville,MI,42.43621,-83.48828,Northville city,direct,1
