city,state,lat,lng,canonical_name,strategy,n_athletes
Oak Park,MI,42.46494,-83.18241,Oak Park city,direct,1
Okemos,MI,42.70906,-84.41428,Okemos CDP,direct,1
Perry,MI,42.83218,-84.22407,Perry city,direct,1
Pinckney,MI,42.4554,-83.94107,Pinckney village,direct,1
Pontiac,MI,42.64923,-83.28736,Pontiac city,direct,1
Portage,MI,42.19705,-85.5914,Portage city,direct,1
Rockford,MI,43.13697,-85.55452,Rockford city,direct,1
Saginaw,MI,43.41994,-83.95017,Saginaw city,direct,1
Saint Clair,MI,42.82653,-82.49243,St. Clair city,direct,1
Saline,MI,42.17473,-83.77712,Saline city,direct,1
Sault Ste. Marie,MI,46.47617,-84.37054,Sault Ste. Marie city,direct,1
Shelby Township,MI,43.61206,-86.36449,Shelby village,suffix-strip,1
St. Johns,MI,43.00051,-84.55552,St. Johns city,direct,1
Troy,MI,42.58388,-83.14553,Troy city,direct,1
Vassar,MI,43.37083,-83.57754,Vassar city,direct,1
Warren,MI,42.4929,-83.025,Warren city,direct,1
Westland,MI,42.31917,-83.38078,Westland city,direct,1
Afton,MN,44.89878,-92.81911,Afton city,direct,1
Albert Lea,MN,43.65429,-93.36415,Albert Lea city,direct,1
Albertville,MN,45.23605,-93.66267,Albertville city,direct,1
Alexandria,MN,45.87718,-95.37696,Alexandria city,direct,1
Amboy,MN,43.88793,-94.15826,Amboy city,direct,1
Chanhassen,MN,44.85428,-93.56238,Chanhassen city,direct,1
Chaska,MN,44.81636,-93.61002,Chaska city,direct,1
Delano,MN,45.0384,-93.79298,Delano city,direct,1
Elysian,MN,44.20637,-93.68128,Elysian city,direct,1
Eveleth,MN,47.47492,-92.54961,Eveleth city,direct,1
Excelsior,MN,44.9027,-93.56643,Excelsior city,direct,1
Falcon Heights,MN,44.98805,-93.17466,Falcon Heights city,direct,1
Fergus Falls,MN,46.28502,-96.07611,Fergus Falls city,direct,1
Forest Lake,MN,45.25083,-92.96692,Forest Lake city,direct,1
Gilbert,MN,47.49078,-92.45831,Gilbert city,direct,1
Golden Valley,MN,44.99023,-93.35874,Golden Valley city,direct,1
Grant,MN,45.08208,-92.91095,Grant city,direct,1
Greenwood,MN,44.91296,-93.554,Greenwood city,direct,1
Hibbing,MN,47.3959,-92.94647,Hibbing city,direct,1
Hopkins,MN,44.92511,-93.40449,Hopkins city,direct,1
Hutchinson,MN,44.88536,-94.37688,Hutchinson city,direct,1
Inver Grove Heights,MN,44.82901,-93.06007,Inver Grove Heights city,direct,1
Isanti,MN,45.49155,-93.24282,Isanti city,direct,1
Jordan,MN,44.66463,-93.64022,Jordan city,direct,1
Kimball,MN,45.31433,-94.30081,Kimball city,direct,1
Lake City,MN,44.4457,-92.28092,Lake City city,direct,1
Lake Elmo,MN,44.98785,-92.90965,Lake Elmo city,direct,1
Lino Lakes,MN,45.15546,-93.10686,Lino Lakes city,direct,1
Little Canada,MN,45.02327,-93.08365,Little Canada city,direct,1
Mahtomedi,MN,45.05829,-92.97019,Mahtomedi city,direct,1
Marine on St. Croix,MN,45.19093,-92.77843,Marine on St. Croix city,direct,1
Minneapolis-St. Paul,MN,44.96332,-93.26832,Minneapolis city,hyphen-left,1
Minnetrista,MN,44.93862,-93.71239,Minnetrista city,direct,1
Moorhead,MN,46.8647,-96.74455,Moorhead city,direct,1
Mounds View,MN,45.10674,-93.20683,Mounds View city,direct,1
Mountain Iron,MN,47.53669,-92.61657,Mountain Iron city,direct,1
New Brighton,MN,45.06723,-93.20578,New Brighton city,direct,1
Oakdale,MN,44.98755,-92.96355,Oakdale city,direct,1
Park Rapids,MN,46.91639,-95.05793,Park Rapids city,direct,1
Pine City,MN,45.84098,-92.96649,Pine City city,direct,1
Proctor,MN,46.74079,-92.22813,Proctor city,direct,1
Ramsey,MN,45.26002,-93.45223,Ramsey city,direct,1
Red Wing,MN,44.58127,-92.60501,Red Wing city,direct,1
Robbinsdale,MN,45.02453,-93.33064,Robbinsdale city,direct,1
Rogers,MN,45.18385,-93.57167,Rogers city,direct,1
Roseau,MN,48.84445,-95.76255,Roseau city,direct,1
Rosemount,MN,44.74581,-93.06886,Rosemount city,direct,1
Saint Cloud,MN,45.52666,-94.17101,St. Cloud city,direct,1
Silver Bay,MN,47.29331,-91.27681,Silver Bay city,direct,1
Spicer,MN,45.23364,-94.93996,Spicer city,direct,1
Spring Park,MN,44.93593,-93.63011,Spring Park city,direct,1
St. Cloud,MN,45.52666,-94.17101,St. Cloud city,direct,1
St. Louis Park,MN,44.94868,-93.36504,St. Louis Park city,direct,1
Stewartville,MN,43.86066,-92.48979,Stewartville city,direct,1
Two Harbors,MN,47.02995,-91.67574,Two Harbors city,direct,1
Vadnais Heights,MN,45.05794,-93.06645,Vadnais Heights city,direct,1
Waseca,MN,44.08153,-93.50395,Waseca city,direct,1
Winona,MN,44.05127,-91.66808,Winona city,direct,1
Young America,MN,44.77211,-93.91729,Norwood Young America city,state-contains,1
Zimmerman,MN,45.44056,-93.59609,Zimmerman city,direct,1
Ballwin,MO,38.59506,-90.55002,Ballwin city,direct,1
Bowling Green,MO,39.34477,-91.20249,Bowling Green city,direct,1
Carthage,MO,37.1506,-94.32787,Carthage city,direct,1
Fairfax,MO,40.3395,-95.39204,Fairfax city,direct,1
Festus,MO,38.21943,-90.40972,Festus city,direct,1
Florissant,MO,38.79973,-90.32708,Florissant city,direct,1
Grain Valley,MO,39.01499,-94.21637,Grain Valley city,direct,1
Gray Summit,MO,38.49486,-90.81535,Gray Summit CDP,direct,1
Ironton,MO,37.59584,-90.62975,Ironton city,direct,1
Lake St. Louis,MO,38.77989,-90.78559,Lake St. Louis city,direct,1
Leeton,MO,38.58334,-93.69531,Leeton city,direct,1
Nixa,MO,37.04509,-93.29591,Nixa city,direct,1
Odessa,MO,38.9994,-93.9664,Odessa city,direct,1
Ozark,MO,37.0336,-93.21804,Ozark city,direct,1
Pattonsburg,MO,40.06876,-94.10881,Pattonsburg city,direct,1
Rogersville,MO,37.11485,-93.07469,Rogersville city,direct,1
Springfield,MO,37.19416,-93.29264,Springfield city,direct,1
St Louis,MO,38.6357,-90.24458,St. Louis city,direct,1
St. Joseph,MO,39.75946,-94.82114,St. Joseph city,direct,1
Wellington,MO,39.14236,-93.98631,Wellington city,direct,1
Winston,MO,39.86995,-94.14174,Winston village,direct,1
Abbeville,MS,34.50339,-89.50252,Abbeville town,direct,1
Enterprise,MS,32.17254,-88.81582,Enterprise town,direct,1
Florence,MS,32.15561,-90.12245,Florence city,direct,1
Greenwood,MS,33.51246,-90.19896,Greenwood city,direct,1
Hernando,MS,34.84959,-89.9924,Hernando city,direct,1
Jackson,MS,32.31583,-90.21285,Jackson city,direct,1
Oxford,MS,34.35126,-89.53698,Oxford city,direct,1
Pass Christian,MS,30.31803,-89.23908,Pass Christian city,direct,1
Belgrade,MT,45.77866,-111.17715,Belgrade city,direct,1
Corvallis,MT,46.31395,-114.11171,Corvallis CDP,direct,1
Great Falls,MT,47.50252,-111.29997,Great Falls city,direct,1
Helena,MT,46.59546,-112.01875,Helena city,direct,1
Manhattan,MT,45.85863,-111.33028,Manhattan town,direct,1
Valier,MT,48.30554,-112.25222,Valier town,direct,1
West Yellowstone,MT,44.66218,-111.10702,West Yellowstone town,direct,1
Apex,NC,35.72463,-78.87874,Apex town,direct,1
Asheville,NC,35.57097,-82.55272,Asheville city,direct,1
Beaufort,NC,34.72271,-76.65117,Beaufort town,direct,1
Bryson City,NC,35.42661,-83.44727,Bryson City town,direct,1
Burlington,NC,36.07613,-79.4683,Burlington city,direct,1
Clayton,NC,35.65814,-78.44601,Clayton town,direct,1
Coats,NC,35.40639,-78.66952,Coats town,direct,1
Conover,NC,35.71522,-81.21683,Conover city,direct,1
Greenville,NC,35.59643,-77.37526,Greenville city,direct,1
High Point,NC,35.9908,-79.99271,High Point city,direct,1
Hillsborough,NC,36.0779,-79.09798,Hillsborough town,direct,1
Indian Trail,NC,35.06864,-80.65115,Indian Trail town,direct,1
Jamestown,NC,35.99844,-79.9346,Jamestown town,direct,1
Kannapolis,NC,35.4799,-80.6475,Kannapolis city,direct,1
Knightdale,NC,35.79173,-78.49646,Knightdale town,direct,1
Matthews,NC,35.11979,-80.70969,Matthews town,direct,1
Mooresville,NC,35.58372,-80.82775,Mooresville town,direct,1
Mount Holly,NC,35.3144,-81.00661,Mount Holly city,direct,1
Norlina,NC,36.44499,-78.19502,Norlina town,direct,1
Pittsboro,NC,35.72777,-79.16892,Pittsboro town,direct,1
Raeford,NC,34.9813,-79.22957,Raeford city,direct,1
Reidsville,NC,36.3413,-79.67383,Reidsville city,direct,1
Rutherfordton,NC,35.36407,-81.96134,Rutherfordton town,direct,1
Shelby,NC,35.2904,-81.54564,Shelby city,direct,1
Stanley,NC,35.35469,-81.09182,Stanley town,direct,1
Statesville,NC,35.78549,-80.87296,Statesville city,direct,1
Waco,NC,35.36265,-81.42933,Waco town,direct,1
Wilmington,NC,34.20923,-77.88577,Wilmington city,direct,1
Winston Salem,NC,36.10286,-80.26083,Winston-Salem city,direct,1
Edmore,ND,48.41244,-98.45364,Edmore city,direct,1
Fairdale,ND,48.49004,-98.23122,Fairdale city,direct,1
Langdon,ND,48.76221,-98.37526,Langdon city,direct,1
Stanley,ND,48.31378,-102.39732,Stanley city,direct,1
West Fargo,ND,46.85638,-96.90481,West Fargo city,direct,1
Alliance,NE,42.10257,-102.87619,Alliance city,direct,1
Bellevue,NE,41.1633,-95.90327,Bellevue city,direct,1
Bridgeport,NE,41.66471,-103.09714,Bridgeport city,direct,1
Eustis,NE,40.66453,-100.02955,Eustis village,direct,1
Geneva,NE,40.53069,-97.59713,Geneva city,direct,1
Gordon,NE,42.80638,-102.204,Gordon city,direct,1
Hooper,NE,41.61144,-96.54925,Hooper city,direct,1
Lexington,NE,40.77732,-99.74662,Lexington city,direct,1
Nebraska City,NE,40.67591,-95.86163,Nebraska City city,direct,1
Ord,NE,41.60278,-98.91926,Ord city,direct,1
Papillion,NE,41.14338,-96.07809,Papillion city,direct,1
Shelby,NE,41.19425,-97.42627,Shelby village,direct,1
Sidney,NE,41.13363,-102.96954,Sidney city,direct,1
Springfield,NE,41.10725,-96.14854,Springfield city,direct,1
Claremont,NH,43.38647,-72.3345,Claremont city,direct,1
Durham,NH,43.14275,-70.925,Durham CDP,direct,1
Hanover,NH,43.71159,-72.27314,Hanover CDP,direct,1
Keene,NH,42.95384,-72.30688,Keene city,direct,1
Lebanon,NH,43.63543,-72.25384,Lebanon city,direct,1
Manchester,NH,42.98494,-71.44413,Manchester city,direct,1
Newmarket,NH,43.07569,-70.94071,Newmarket CDP,direct,1
Atlantic Highlands,NJ,40.41177,-74.01984,Atlantic Highlands borough,direct,1
Avenel,NJ,40.58433,-74.27163,Avenel CDP,direct,1
Basking Ridge,NJ,40.70655,-74.55763,Basking Ridge CDP,direct,1
Belle Mead,NJ,40.46858,-74.65702,Belle Mead CDP,direct,1
Bridgewater,NJ,40.60274,-74.6461,Bridgewater Center CDP,state-starts,1
Brielle,NJ,40.10548,-74.06368,Brielle borough,direct,1
Caldwell,NJ,40.83924,-74.27703,Caldwell borough,direct,1
Camden,NJ,39.93679,-75.10664,Camden city,direct,1
Chatham,NJ,40.74069,-74.38448,Chatham borough,direct,1
Clayton,NJ,39.66406,-75.0744,Clayton borough,direct,1
Cranford,NJ,40.65437,-74.30863,Cranford CDP,direct,1
Dunellen,NJ,40.59029,-74.46565,Dunellen borough,direct,1
East Orange,NJ,40.76505,-74.21165,East Orange city,direct,1
Englewood,NJ,40.8912,-73.97252,Englewood city,direct,1
Fair Lawn,NJ,40.93583,-74.1175,Fair Lawn borough,direct,1
Flemington,NJ,40.50864,-74.85987,Flemington borough,direct,1
Florence,NJ,40.11916,-74.80877,Florence CDP,direct,1
Fort Lee,NJ,40.85064,-73.97101,Fort Lee borough,direct,1
Franklin Lakes,NJ,41.00753,-74.20565,Franklin Lakes borough,direct,1
Freehold,NJ,40.26022,-74.27588,Freehold borough,direct,1
Garfield,NJ,40.8798,-74.10825,Garfield city,direct,1
Hackettstown,NJ,40.8537,-74.82488,Hackettstown town,direct,1
Haddonfield,NJ,39.89542,-75.03441,Haddonfield borough,direct,1
Haledon,NJ,40.93699,-74.18887,Haledon borough,direct,1
Highland Park,NJ,40.50079,-74.42791,Highland Park borough,direct,1
Hillsborough,NJ,40.50807,-74.65288,Hillsborough CDP,direct,1
Kenilworth,NJ,40.67809,-74.28811,Kenilworth borough,direct,1
Linwood,NJ,39.34372,-74.57105,Linwood city,direct,1
Marlboro,NJ,39.48708,-75.32458,Marlboro CDP,direct,1
Martinsville,NJ,40.60295,-74.57579,Martinsville CDP,direct,1
Matawan,NJ,40.41104,-74.23653,Matawan borough,direct,1
Medford,NJ,39.85365,-74.81167,Medford Lakes borough,state-starts,1
Montclair,NJ,40.86592,-74.19836,Montclair State University CDP,state-starts,1
Moorestown,NJ,39.96612,-74.96156,Moorestown-Lenola CDP,state-starts,1
New Vernon,NJ,40.73889,-74.48046,New Vernon CDP,direct,1
Ocean City,NJ,39.26952,-74.5998,Ocean City city,direct,1
Old Bridge,NJ,40.39537,-74.33119,Old Bridge CDP,direct,1
Oradell,NJ,40.95665,-74.03286,Oradell borough,direct,1
Parsippany,NJ,40.86406,-74.41237,Parsippany CDP,direct,1
Passaic,NJ,40.85755,-74.12909,Passaic city,direct,1
Pennington,NJ,40.32492,-74.78878,Pennington borough,direct,1
Plainsboro,NJ,40.33127,-74.59159,Plainsboro Center CDP,state-starts,1
Ringwood,NJ,41.10396,-74.27114,Ringwood borough,direct,1
Riverdale,NJ,40.99589,-74.31453,Riverdale borough,direct,1
Roseland,NJ,40.82174,-74.31015,Roseland borough,direct,1
Sewell,NJ,39.7692,-75.1447,Sewell CDP,direct,1
Sicklerville,NJ,39.74251,-74.99023,Sicklerville CDP,direct,1
Stockton,NJ,40.40585,-74.97063,Stockton borough,direct,1
Summit,NJ,40.71562,-74.36468,Summit city,direct,1
Tenafly,NJ,40.91831,-73.95052,Tenafly borough,direct,1
Thorofare,NJ,39.85473,-75.19868,Thorofare CDP,direct,1
Trenton,NJ,40.22384,-74.76362,Trenton city,direct,1
Upper Montclair,NJ,40.84258,-74.2013,Upper Montclair CDP,direct,1
Whippany,NJ,40.82328,-74.41869,Whippany CDP,direct,1
Deming,NM,32.26308,-107.75249,Deming city,direct,1
Farmington,NM,36.75383,-108.18053,Farmington city,direct,1
Hobbs,NM,32.72909,-103.16083,Hobbs city,direct,1
Los Alamos,NM,35.89396,-106.29002,Los Alamos CDP,direct,1
Rio Rancho,NM,35.28507,-106.69887,Rio Rancho city,direct,1
Battle Mountain,NV,40.62837,-116.94855,Battle Mountain CDP,direct,1
Boulder City,NV,35.84376,-114.91155,Boulder City city,direct,1
Incline Village,NV,39.26575,-119.94625,Incline Village CDP,direct,1
Sparks,NV,39.57434,-119.71515,Sparks city,direct,1
Allegany,NY,42.09065,-78.48963,Allegany village,direct,1
Altona,NY,44.8901,-73.65957,Altona CDP,direct,1
Amityville,NY,40.66984,-73.41579,Amityville village,direct,1
Barneveld,NY,43.2745,-75.18769,Barneveld CDP,direct,1
Bedford,NY,41.18686,-73.65738,Bedford CDP,direct,1
Brewster,NY,41.39616,-73.61627,Brewster village,direct,1
Brockport,NY,43.2133,-77.94082,Brockport village,direct,1
Bronxville,NY,40.93949,-73.82644,Bronxville village,direct,1
Cadyville,NY,44.6985,-73.65344,Cadyville CDP,direct,1
Camillus,NY,43.03866,-76.30993,Camillus village,direct,1
Canton,NY,44.59999,-75.16658,Canton village,direct,1
Cazenovia,NY,42.92792,-75.85132,Cazenovia village,direct,1
Central Islip,NY,40.78359,-73.19447,Central Islip CDP,direct,1
Chappaqua,NY,41.15592,-73.76827,Chappaqua CDP,direct,1
Cheektowaga,NY,42.909,-78.75076,Cheektowaga CDP,direct,1
Cohoes,NY,42.77287,-73.70776,Cohoes city,direct,1
Commack,NY,40.84345,-73.28334,Commack CDP,direct,1
Cornwall,NY,41.43352,-74.01515,Cornwall-on-Hudson village,state-starts,1
Duanesburg,NY,42.76342,-74.13313,Duanesburg CDP,direct,1
East Aurora,NY,42.76684,-78.61704,East Aurora village,direct,1
East Moriches,NY,40.80877,-72.7566,East Moriches CDP,direct,1
East Northport,NY,40.87913,-73.32324,East Northport CDP,direct,1
East Rockaway,NY,40.6438,-73.66713,East Rockaway village,direct,1
East Syracuse,NY,43.06382,-76.06979,East Syracuse village,direct,1
Eastport,NY,40.83508,-72.73505,Eastport CDP,direct,1
Elmira,NY,42.09339,-76.80961,Elmira city,direct,1
Elmont,NY,40.69918,-73.70617,Elmont CDP,direct,1
Endicott,NY,42.09749,-76.06338,Endicott village,direct,1
Fair Haven,NY,43.32317,-76.70468,Fair Haven village,direct,1
Fayetteville,NY,43.03079,-75.99836,Fayetteville village,direct,1
Franklin Square,NY,40.70019,-73.67748,Franklin Square CDP,direct,1
Fredonia,NY,42.44066,-79.3319,Fredonia village,direct,1
Garden City,NY,40.72576,-73.6454,Garden City village,direct,1
Gouverneur,NY,44.33657,-75.46604,Gouverneur village,direct,1
Great Neck,NY,40.80237,-73.7331,Great Neck village,direct,1
Holbrook,NY,40.79437,-73.07002,Holbrook CDP,direct,1
Hopewell Junction,NY,41.58019,-73.81164,Hopewell Junction CDP,direct,1
Inwood,NY,40.62135,-73.75699,Inwood CDP,direct,1
Islip Terrace,NY,40.75027,-73.18689,Islip Terrace CDP,direct,1
Ithaca,NY,42.44394,-76.50306,Ithaca city,direct,1
Jamestown,NY,42.0976,-79.23614,Jamestown city,direct,1
Lancaster,NY,42.9006,-78.66877,Lancaster village,direct,1
Larchmont,NY,40.92596,-73.75196,Larchmont village,direct,1
Long Beach,NY,40.58584,-73.6654,Long Beach city,direct,1
Manlius,NY,43.00144,-75.98223,Manlius village,direct,1
Massapequa,NY,40.6683,-73.47151,Massapequa CDP,direct,1
Massena,NY,44.92902,-74.89297,Massena village,direct,1
Middletown,NY,41.44492,-74.42357,Middletown city,direct,1
Mount Vernon,NY,40.91311,-73.82932,Mount Vernon city,direct,1
Mt. Vernon,NY,40.91311,-73.82932,Mount Vernon city,direct,1
Naples,NY,42.61743,-77.40213,Naples village,direct,1
Nesconset,NY,40.84685,-73.15201,Nesconset CDP,direct,1
New Hartford,NY,43.07104,-75.28862,New Hartford village,direct,1
New Hyde Park,NY,40.73227,-73.68586,New Hyde Park village,direct,1
Newfane,NY,43.28568,-78.69394,Newfane CDP,direct,1
Niskayuna,NY,42.8049,-73.88743,Niskayuna CDP,direct,1
North Bellmore,NY,40.69035,-73.53902,North Bellmore CDP,direct,1
North Massapequa,NY,40.70301,-73.46912,North Massapequa CDP,direct,1
North Syracuse,NY,43.13387,-76.13039,North Syracuse village,direct,1
Old Forge,NY,43.7064,-74.96912,Old Forge CDP,direct,1
Orchard Park,NY,42.7622,-78.74137,Orchard Park village,direct,1
Pelham,NY,40.91108,-73.8077,Pelham village,direct,1
Plattsburgh,NY,44.69203,-73.45828,Plattsburgh city,direct,1
Port Chester,NY,41.0047,-73.66718,Port Chester village,direct,1
Port Jefferson,NY,40.94218,-73.0528,Port Jefferson village,direct,1
Port Jefferson Station,NY,40.92594,-73.06519,Port Jefferson Station CDP,direct,1
Port Washington,NY,40.82745,-73.68001,Port Washington CDP,direct,1
Portville,NY,42.03671,-78.33726,Portville village,direct,1
Remsen,NY,43.32822,-75.18699,Remsen village,direct,1
Roosevelt,NY,40.67942,-73.58337,Roosevelt CDP,direct,1
Sand Lake,NY,42.63817,-73.59538,West Sand Lake CDP,state-contains,1
Scarsdale,NY,40.99361,-73.7772,Scarsdale village,direct,1
Sleepy Hollow,NY,41.09751,-73.86964,Sleepy Hollow village,direct,1
Smithtown,NY,40.85748,-73.21667,Smithtown CDP,direct,1
Southampton,NY,40.87662,-72.40309,Southampton village,direct,1
Uniondale,NY,40.71759,-73.59466,Uniondale CDP,direct,1
Valley Stream,NY,40.66475,-73.7049,Valley Stream village,direct,1
Watkins Glen,NY,42.38055,-76.86699,Watkins Glen village,direct,1
West Seneca,NY,42.83778,-78.75123,West Seneca CDP,direct,1
Westbury,NY,40.75988,-73.58919,Westbury village,direct,1
White Plains,NY,41.0238,-73.75105,White Plains city,direct,1
Whitehall,NY,43.54601,-73.43378,Whitehall village,direct,1
Whitesboro,NY,43.12398,-75.29669,Whitesboro village,direct,1
Whitney Point,NY,42.33057,-75.97162,Whitney Point village,direct,1
Williamsville,NY,42.95825,-78.73952,Williamsville village,direct,1
Williston Park,NY,40.75876,-73.64659,Williston Park village,direct,1
Yonkers,NY,40.94586,-73.86745,Yonkers city,direct,1
Yorktown Heights,NY,41.27059,-73.77471,Yorktown Heights CDP,direct,1
Amelia,OH,39.02686,-84.21806,Amelia CDP,direct,1
Athens,OH,39.32629,-82.10019,Athens city,direct,1
Attica,OH,41.06368,-82.88711,Attica village,direct,1
Barberton,OH,41.0069,-81.60439,Barberton city,direct,1
Bay Village,OH,41.48777,-81.92889,Bay Village city,direct,1
Bellbrook,OH,39.6384,-84.08541,Bellbrook city,direct,1
Bexley,OH,39.96536,-82.93448,Bexley city,direct,1
Bluffton,OH,40.89205,-83.88779,Bluffton village,direct,1
Broadview Heights,OH,41.31816,-81.67926,Broadview Heights city,direct,1
Brooklyn Heights,OH,41.41989,-81.66531,Brooklyn Heights village,direct,1
Canfield,OH,41.02958,-80.76998,Canfield city,direct,1
Castalia,OH,41.40424,-82.80163,Castalia village,direct,1
Celina,OH,40.55549,-84.56142,Celina city,direct,1
Chardon,OH,41.57929,-81.20906,Chardon city,direct,1
Cleveland Heights,OH,41.51107,-81.56177,Cleveland Heights city,direct,1
Dover,OH,40.53005,-81.48103,Dover city,direct,1
Dresden,OH,40.12223,-82.01345,Dresden village,direct,1
East Palestine,OH,40.83907,-80.54661,East Palestine village,direct,1
Fairview Park,OH,41.44199,-81.85295,Fairview Park city,direct,1
Hamilton,OH,39.39343,-84.56575,Hamilton city,direct,1
Hilliard,OH,40.03472,-83.15779,Hilliard city,direct,1
Hubbard,OH,41.15812,-80.56465,Hubbard city,direct,1
Hudson,OH,41.23921,-81.44161,Hudson city,direct,1
Huron,OH,41.39763,-82.56257,Huron city,direct,1
Ironton,OH,38.5326,-82.67809,Ironton city,direct,1
Jamestown,OH,39.6572,-83.75382,Jamestown village,direct,1
Lakewood,OH,41.48326,-81.80114,Lakewood city,direct,1
Middletown,OH,39.50295,-84.36489,Middletown city,direct,1
Milford Center,OH,40.17931,-83.43854,Milford Center village,direct,1
Millbury,OH,41.56473,-83.42552,Millbury village,direct,1
New Paris,OH,39.85668,-84.79192,New Paris village,direct,1
Oberlin,OH,41.28606,-82.21957,Oberlin city,direct,1
Olmsted Falls,OH,41.36575,-81.90379,Olmsted Falls city,direct,1
Ontario,OH,40.7682,-82.61477,Ontario city,direct,1
Orange,OH,41.44262,-81.47172,Orange village,direct,1
Parma,OH,41.38357,-81.72864,Parma city,direct,1
Perrysburg,OH,41.53899,-83.64413,Perrysburg city,direct,1
Pickerington,OH,39.88754,-82.76414,Pickerington city,direct,1
Poland,OH,41.0229,-80.61539,Poland village,direct,1
Ravenna,OH,41.16157,-81.24206,Ravenna city,direct,1
South Euclid,OH,41.52396,-81.52448,South Euclid city,direct,1
Strongsville,OH,41.31296,-81.83169,Strongsville city,direct,1
Sunbury,OH,40.24941,-82.8802,Sunbury village,direct,1
Tiffin,OH,41.11491,-83.18047,Tiffin city,direct,1
Trenton,OH,39.47881,-84.46637,Trenton city,direct,1
University Heights,OH,41.49479,-81.5349,University Heights city,direct,1
Wadsworth,OH,41.02744,-81.7322,Wadsworth city,direct,1
Warren,OH,41.23956,-80.81601,Warren city,direct,1
Westlake,OH,41.44953,-81.93016,Westlake city,direct,1
Wilmington,OH,39.42912,-83.81617,Wilmington city,direct,1
Wooster,OH,40.81703,-81.93153,Wooster city,direct,1
Youngstown,OH,41.09909,-80.6459,Youngstown city,direct,1
Zanesfield,OH,40.3386,-83.67789,Zanesfield village,direct,1
Ardmore,OK,34.19651,-97.13185,Ardmore city,direct,1
Claremore,OK,36.31463,-95.60832,Claremore city,direct,1
Moore,OK,35.3285,-97.47476,Moore city,direct,1
Newcastle,OK,35.2424,-97.59534,Newcastle city,direct,1
Sand Springs,OK,36.13648,-96.13197,Sand Springs city,direct,1
Skiatook,OK,36.34654,-95.94536,Skiatook city,direct,1
Stillwater,OK,36.1315,-97.07446,Stillwater city,direct,1
Stroud,OK,35.76888,-96.65007,Stroud city,direct,1
Warner,OK,35.49169,-95.30894,Warner town,direct,1
Ashland,OR,42.19222,-122.69825,Ashland city,direct,1
Aurora,OR,45.22832,-122.75723,Aurora city,direct,1
Boring,OR,45.43127,-122.3725,Boring CDP,direct,1
Canby,OR,45.26509,-122.68839,Canby city,direct,1
Corvallis,OR,44.56995,-123.27828,Corvallis city,direct,1
Happy Valley,OR,45.43603,-122.51013,Happy Valley city,direct,1
Hood River,OR,45.70911,-121.52602,Hood River city,direct,1
Klamath Falls,OR,42.21885,-121.77872,Klamath Falls city,direct,1
Lake Oswego,OR,45.41355,-122.70001,Lake Oswego city,direct,1
Milwaukie,OR,45.44483,-122.62085,Milwaukie city,direct,1
Newberg,OR,45.30724,-122.96018,Newberg city,direct,1
Ontario,OR,44.02505,-116.97877,Ontario city,direct,1
Salem,OR,44.9239,-123.02301,Salem city,direct,1
Springfield,OR,44.05378,-122.98111,Springfield city,direct,1
Alburtis,PA,40.50663,-75.60023,Alburtis borough,direct,1
Aliquippa,PA,40.61583,-80.25516,Aliquippa city,direct,1
Ardmore,PA,40.00324,-75.29474,Ardmore CDP,direct,1
Audubon,PA,40.13034,-75.42802,Audubon CDP,direct,1
Benton,PA,41.19569,-76.38425,Benton borough,direct,1
Berwick,PA,41.05499,-76.25101,Berwick borough,direct,1
Berwyn,PA,40.03879,-75.44209,Berwyn CDP,direct,1
Bethlehem,PA,40.62642,-75.3679,Bethlehem city,direct,1
Blandon,PA,40.44515,-75.87945,Blandon CDP,direct,1
Blue Bell,PA,40.14735,-75.26868,Blue Bell CDP,direct,1
Bryn Mawr,PA,40.02082,-75.31617,Bryn Mawr CDP,direct,1
Carlisle,PA,40.19999,-77.20415,Carlisle borough,direct,1
Carmichaels,PA,39.8976,-79.97499,Carmichaels borough,direct,1
Carnegie,PA,40.40799,-80.08604,Carnegie borough,direct,1
Chadds Ford,PA,39.87595,-75.60822,Chadds Ford CDP,direct,1
Chambersburg,PA,39.93143,-77.65564,Chambersburg borough,direct,1
Coopersburg,PA,40.51037,-75.39192,Coopersburg borough,direct,1
Coraopolis,PA,40.51462,-80.16182,Coraopolis borough,direct,1
Darby,PA,39.92095,-75.26108,Darby borough,direct,1
Dauphin,PA,40.36828,-76.93022,Dauphin borough,direct,1
Donora,PA,40.17953,-79.86241,Donora borough,direct,1
Douglassville,PA,40.2599,-75.72423,Douglassville CDP,direct,1
Eagleville,PA,41.05599,-77.58532,Eagleville CDP,direct,1
Elizabethtown,PA,40.15328,-76.59865,Elizabethtown borough,direct,1
Elverson,PA,40.15372,-75.83083,Elverson borough,direct,1
Emmaus,PA,40.53519,-75.49788,Emmaus borough,direct,1
Fort Washington,PA,40.14076,-75.19258,Fort Washington CDP,direct,1
Gibsonia,PA,40.63223,-79.96835,Gibsonia CDP,direct,1
Gilbertsville,PA,40.32304,-75.60863,Gilbertsville CDP,direct,1
Glen Rock,PA,39.7935,-76.7307,Glen Rock borough,direct,1
Glenside,PA,40.10325,-75.15188,Glenside CDP,direct,1
Green Lane,PA,40.33665,-75.47175,Green Lane borough,direct,1
Greencastle,PA,39.79067,-77.72667,Greencastle borough,direct,1
Hamburg,PA,40.55622,-75.98236,Hamburg borough,direct,1
